"object","","start","start_sec","end","end_sec","duration","duration_sec",""
"card","",00:04:45.928,285.928,00:04:46.338,286.338,00:00:00.410,0.41,""
"card","",00:04:47.464,287.464,00:04:59.121,299.121,00:00:11.657,11.657,""
"card","",00:05:01.169,301.169,00:05:01.750,301.75,00:00:00.581,0.581,""
"card","",00:05:09.771,309.771,00:05:10.044,310.044,00:00:00.273,0.273,""
"card","",00:05:14.192,314.192,00:05:15.335,315.335,00:00:01.143,1.143,""
"card","",00:05:15.659,315.659,00:05:22.025,322.025,00:00:06.366,6.366,""
"card","",00:05:24.278,324.278,00:05:29.006,329.006,00:00:04.728,4.728,""
"card","",00:05:29.842,329.842,00:05:34.894,334.894,00:00:05.052,5.052,""
"card","",00:05:36.908,336.908,00:05:38.188,338.188,00:00:01.280,1.28,""
"card","",00:05:41.141,341.141,00:05:41.926,341.926,00:00:00.785,0.785,""
"card","",00:05:46.141,346.141,00:05:54.829,354.829,00:00:08.688,8.688,""
"card","",00:05:56.348,356.348,00:05:57.764,357.764,00:00:01.416,1.416,""
"card","",00:06:01.826,361.826,00:06:05.035,365.035,00:00:03.209,3.209,""
"card","",00:06:07.509,367.509,00:06:10.616,370.616,00:00:03.107,3.107,""
"dice","",00:00:05.940,5.94,00:00:06.110,6.11,00:00:00.170,0.17,""
"dice","",00:00:06.470,6.47,00:00:06.606,6.606,00:00:00.136,0.136,""
"dice","",00:00:11.718,11.718,00:00:12.896,12.896,00:00:01.178,1.178,""
"dice","",00:01:13.079,73.079,00:01:13.710,73.71,00:00:00.631,0.631,""
"dice","",00:08:07.219,487.219,00:08:08.191,488.191,00:00:00.972,0.972,""
"key","",00:00:05.300,5.3,00:00:05.724,5.724,00:00:00.424,0.424,""
"key","",00:00:12.964,12.964,00:00:14.551,14.551,00:00:01.587,1.587,""
"key","",00:00:37.579,37.579,00:00:39.251,39.251,00:00:01.672,1.672,""
"key","",00:01:12.618,72.618,00:01:13.027,73.027,00:00:00.409,0.409,""
"map","",00:00:21.348,21.348,00:00:23.413,23.413,00:00:02.065,2.065,""
"map","",00:07:51.340,471.34,00:07:52.091,472.091,00:00:00.751,0.751,""
"face","",00:00:04.130,4.13,00:00:05.220,5.22,00:00:01.090,1.09,""
"face","",00:00:07.080,7.08,00:00:11.660,11.66,00:00:04.580,4.58,""
"face","",00:00:16.463,16.463,00:00:18.135,18.135,00:00:01.672,1.672,""
"face","",00:00:23.447,23.447,00:00:24.949,24.949,00:00:01.502,1.502,""
"face","",00:00:35.241,35.241,00:00:37.135,37.135,00:00:01.894,1.894,""
"face","",00:00:45.873,45.873,00:00:47.836,47.836,00:00:01.963,1.963,""
"face","",00:00:49.133,49.133,00:00:50.089,50.089,00:00:00.956,0.956,""
"face","",00:00:50.464,50.464,00:00:51.471,51.471,00:00:01.007,1.007,""
"face","",00:00:54.032,54.032,00:00:56.848,56.848,00:00:02.816,2.816,""
"face","",00:01:01.712,61.712,00:01:06.781,66.781,00:00:05.069,5.069,""
"face","",00:01:08.180,68.18,00:01:12.532,72.532,00:00:04.352,4.352,""
"face","",00:01:14.341,74.341,00:01:17.584,77.584,00:00:03.243,3.243,""
"face","",00:01:20.349,80.349,00:01:21.834,81.834,00:00:01.485,1.485,""
"face","",00:01:23.302,83.302,00:01:23.848,83.848,00:00:00.546,0.546,""
"face","",00:01:40.403,100.403,00:01:41.734,101.734,00:00:01.331,1.331,""
"face","",00:01:45.455,105.455,00:01:45.865,105.865,00:00:00.410,0.41,""
"face","",00:01:49.841,109.841,00:01:50.678,110.678,00:00:00.837,0.837,""
"face","",00:02:11.653,131.653,00:02:13.036,133.036,00:00:01.383,1.383,""
"face","",00:02:20.410,140.41,00:02:20.911,140.911,00:00:00.501,0.501,""
"face","",00:02:33.538,153.538,00:02:37.719,157.719,00:00:04.181,4.181,""
"face","",00:02:54.633,174.633,00:02:55.828,175.828,00:00:01.195,1.195,""
"face","",00:03:04.576,184.576,00:03:05.600,185.6,00:00:01.024,1.024,""
"face","",00:03:34.308,214.308,00:03:34.684,214.684,00:00:00.376,0.376,""
"face","",00:03:36.612,216.612,00:03:38.507,218.507,00:00:01.895,1.895,""
"face","",00:04:43.436,283.436,00:04:44.921,284.921,00:00:01.485,1.485,""
"face","",00:04:59.155,299.155,00:05:00.930,300.93,00:00:01.775,1.775,""
"face","",00:05:01.869,301.869,00:05:06.733,306.733,00:00:04.864,4.864,""
"face","",00:05:22.537,322.537,00:05:23.527,323.527,00:00:00.990,0.99,""
"face","",00:05:35.184,335.184,00:05:36.840,336.84,00:00:01.656,1.656,""
"face","",00:05:38.410,338.41,00:05:40.868,340.868,00:00:02.458,2.458,""
"face","",00:05:41.960,341.96,00:05:42.438,342.438,00:00:00.478,0.478,""
"face","",00:05:54.965,354.965,00:05:56.126,356.126,00:00:01.161,1.161,""
"face","",00:05:57.781,357.781,00:06:01.434,361.434,00:00:03.653,3.653,""
"face","",00:06:12.116,372.116,00:06:14.249,374.249,00:00:02.133,2.133,""
"face","",00:06:28.730,388.73,00:06:30.164,390.164,00:00:01.434,1.434,""
"face","",00:06:31.648,391.648,00:06:32.758,392.758,00:00:01.110,1.11,""
"face","",00:06:55.707,415.707,00:07:00.332,420.332,00:00:04.625,4.625,""
"face","",00:07:11.415,431.415,00:07:12.217,432.217,00:00:00.802,0.802,""
"face","",00:07:13.548,433.548,00:07:14.572,434.572,00:00:01.024,1.024,""
"face","",00:07:15.174,435.174,00:07:16.181,436.181,00:00:01.007,1.007,""
"face","",00:07:17.916,437.916,00:07:21.124,441.124,00:00:03.208,3.208,""
"face","",00:07:32.240,452.24,00:07:35.381,455.381,00:00:03.141,3.141,""
"face","",00:07:41.524,461.524,00:07:43.299,463.299,00:00:01.775,1.775,""
"face","",00:07:45.509,465.509,00:07:47.318,467.318,00:00:01.809,1.809,""
"face","",00:07:52.262,472.262,00:07:54.003,474.003,00:00:01.741,1.741,""
"face","",00:07:55.163,475.163,00:07:58.270,478.27,00:00:03.107,3.107,""
"face","",00:08:04.044,484.044,00:08:05.392,485.392,00:00:01.348,1.348,""
"face","",00:08:10.990,490.99,00:08:14.900,494.9,00:00:03.910,3.91,""
"face","",00:08:15.512,495.512,00:08:16.245,496.245,00:00:00.733,0.733,""
"face","",00:08:19.058,499.058,00:08:22.608,502.608,00:00:03.550,3.55,""
"face","",00:08:25.085,505.085,00:08:27.714,507.714,00:00:02.629,2.629,""
"face","",00:08:31.818,511.818,00:08:32.842,512.842,00:00:01.024,1.024,""
"face","",00:08:34.363,514.363,00:08:34.960,514.96,00:00:00.597,0.597,""
"face","",00:09:21.634,561.634,00:09:22.129,562.129,00:00:00.495,0.495,""
"face","",00:09:32.148,572.148,00:09:33.674,573.674,00:00:01.526,1.526,""
"face","",00:09:35.046,575.046,00:09:36.735,576.735,00:00:01.689,1.689,""
"face","",00:09:38.971,578.971,00:09:39.569,579.569,00:00:00.598,0.598,""
"face","",00:09:41.683,581.683,00:09:42.451,582.451,00:00:00.768,0.768,""
"face","",00:09:43.772,583.772,00:09:44.455,584.455,00:00:00.683,0.683,""
"face","",00:09:45.496,585.496,00:09:46.144,586.144,00:00:00.648,0.648,""
"face","",00:09:47.661,587.661,00:09:54.027,594.027,00:00:06.366,6.366,""
"face","",00:10:10.669,610.669,00:10:11.284,611.284,00:00:00.615,0.615,""
"face","",00:10:15.210,615.21,00:10:17.838,617.838,00:00:02.628,2.628,""
"face","",00:10:31.565,631.565,00:10:32.641,632.641,00:00:01.076,1.076,""
"face","",00:10:35.290,635.29,00:10:37.372,637.372,00:00:02.082,2.082,""
"face","",00:10:39.765,639.765,00:10:40.294,640.294,00:00:00.529,0.529,""
"face","",00:10:47.592,647.592,00:10:52.405,652.405,00:00:04.813,4.813,""
"face","",00:10:55.289,655.289,00:10:57.610,657.61,00:00:02.321,2.321,""
"face","",00:10:59.586,659.586,00:11:00.405,660.405,00:00:00.819,0.819,""
"face","",00:11:12.024,672.024,00:11:13.902,673.902,00:00:01.878,1.878,""
"face","",00:11:21.584,681.584,00:11:24.332,684.332,00:00:02.748,2.748,""
"face","",00:11:38.973,698.973,00:11:39.588,699.588,00:00:00.615,0.615,""
"face","",00:11:46.722,706.722,00:11:47.933,707.933,00:00:01.211,1.211,""
"face","",00:11:52.671,712.671,00:11:53.012,713.012,00:00:00.341,0.341,""
"face","",00:11:54.325,714.325,00:11:57.482,717.482,00:00:03.157,3.157,""
"face","",00:11:59.601,719.601,00:12:00.489,720.489,00:00:00.888,0.888,""
"face","",00:12:02.065,722.065,00:12:02.184,722.184,00:00:00.119,0.119,""
"face","",00:12:02.440,722.44,00:12:03.669,723.669,00:00:01.229,1.229,""
"face","",00:12:04.501,724.501,00:12:05.422,725.422,00:00:00.921,0.921,""
