"object","","start","start_sec","end","end_sec","duration","duration_sec",""
"ball","",00:06:37.393,397.393,00:06:40.132,400.132,00:00:02.739,2.739,""
"ball","",00:06:48.157,408.157,00:06:51.277,411.277,00:00:03.120,3.12,""
"ball","",00:07:00.658,420.658,00:07:03.275,423.275,00:00:02.617,2.617,""
"ball","",00:07:24.296,444.296,00:07:26.682,446.682,00:00:02.386,2.386,""
"ball","",00:07:33.194,453.194,00:07:37.557,457.557,00:00:04.363,4.363,""
"ball","",00:07:48.441,468.441,00:07:50.016,470.016,00:00:01.575,1.575,""
"ball","",00:07:58.506,478.506,00:08:03.629,483.629,00:00:05.123,5.123,""
"ball","",00:08:11.154,491.154,00:08:14.431,494.431,00:00:03.277,3.277,""
"ball","",00:08:25.169,505.169,00:08:27.702,507.702,00:00:02.533,2.533,""
"ball","",00:08:32.687,512.687,00:08:33.224,513.224,00:00:00.537,0.537,""
"ball","",00:08:39.681,519.681,00:08:41.840,521.84,00:00:02.159,2.159,""
"ball","",00:08:47.718,527.718,00:08:49.773,529.773,00:00:02.055,2.055,""
"ball","",00:08:54.849,534.849,00:08:57.808,537.808,00:00:02.959,2.959,""
"ball","",00:09:05.119,545.119,00:09:10.620,550.62,00:00:05.501,5.501,""
"ball","",00:09:13.272,553.272,00:09:14.639,554.639,00:00:01.367,1.367,""
"ball","",00:09:24.315,564.315,00:09:27.964,567.964,00:00:03.649,3.649,""
"ball","",00:09:51.074,591.074,00:09:54.631,594.631,00:00:03.557,3.557,""
"ball","",00:10:02.290,602.29,00:10:03.653,603.653,00:00:01.363,1.363,""
"dice","",00:00:01.380,1.38,00:00:03.085,3.085,00:00:01.705,1.705,""
"dice","",00:00:05.164,5.164,00:00:06.408,6.408,00:00:01.244,1.244,""
"dice","",00:00:35.918,35.918,00:00:36.039,36.039,00:00:00.121,0.121,""
"dice","",00:00:36.328,36.328,00:00:38.404,38.404,00:00:02.076,2.076,""
"dice","",00:02:51.092,171.092,00:02:54.540,174.54,00:00:03.448,3.448,""
"dice","",00:03:43.047,223.047,00:03:45.425,225.425,00:00:02.378,2.378,""
"dice","",00:04:04.290,244.29,00:04:05.574,245.574,00:00:01.284,1.284,""
"dice","",00:04:46.943,286.943,00:04:48.886,288.886,00:00:01.943,1.943,""
"dice","",00:05:45.171,345.171,00:05:46.532,346.532,00:00:01.361,1.361,""
"dice","",00:05:53.024,353.024,00:05:53.706,353.706,00:00:00.682,0.682,""
"dice","",00:06:17.188,377.188,00:06:19.257,379.257,00:00:02.069,2.069,""
"dice","",00:06:57.930,417.93,00:06:58.924,418.924,00:00:00.994,0.994,""
"dice","",00:07:13.461,433.461,00:07:14.974,434.974,00:00:01.513,1.513,""
"dice","",00:07:29.614,449.614,00:07:32.674,452.674,00:00:03.060,3.06,""
"dice","",00:07:45.531,465.531,00:07:48.197,468.197,00:00:02.666,2.666,""
"dice","",00:08:22.550,502.55,00:08:24.913,504.913,00:00:02.363,2.363,""
"dice","",00:08:43.848,523.848,00:08:45.356,525.356,00:00:01.508,1.508,""
"dice","",00:08:45.662,525.662,00:08:46.995,526.995,00:00:01.333,1.333,""
"dice","",00:09:10.957,550.957,00:09:12.740,552.74,00:00:01.783,1.783,""
"dice","",00:09:40.797,580.797,00:09:47.071,587.071,00:00:06.274,6.274,""
"key","",00:00:03.153,3.153,00:00:05.079,5.079,00:00:01.926,1.926,""
"key","",00:00:21.633,21.633,00:00:23.828,23.828,00:00:02.195,2.195,""
"key","",00:00:42.205,42.205,00:00:45.427,45.427,00:00:03.222,3.222,""
"key","",00:01:16.353,76.353,00:01:17.696,77.696,00:00:01.343,1.343,""
"key","",00:01:40.547,100.547,00:01:43.843,103.843,00:00:03.296,3.296,""
"key","",00:02:00.012,120.012,00:02:01.552,121.552,00:00:01.540,1.54,""
"key","",00:02:06.111,126.111,00:02:07.721,127.721,00:00:01.610,1.61,""
"key","",00:02:42.822,162.822,00:02:43.741,163.741,00:00:00.919,0.919,""
"key","",00:03:26.091,206.091,00:03:27.949,207.949,00:00:01.858,1.858,""
"key","",00:03:45.493,225.493,00:03:47.604,227.604,00:00:02.111,2.111,""
"key","",00:04:00.337,240.337,00:04:01.749,241.749,00:00:01.412,1.412,""
"key","",00:04:05.660,245.66,00:04:08.055,248.055,00:00:02.395,2.395,""
"key","",00:04:42.419,282.419,00:04:44.224,284.224,00:00:01.805,1.805,""
"key","",00:04:57.267,297.267,00:04:59.089,299.089,00:00:01.822,1.822,""
"key","",00:05:53.774,353.774,00:05:54.395,354.395,00:00:00.621,0.621,""
"key","",00:06:15.552,375.552,00:06:17.086,377.086,00:00:01.534,1.534,""
"key","",00:06:19.325,379.325,00:06:21.199,381.199,00:00:01.874,1.874,""
"key","",00:06:56.054,416.054,00:06:57.845,417.845,00:00:01.791,1.791,""
"key","",00:07:09.806,429.806,00:07:13.188,433.188,00:00:03.382,3.382,""
"key","",00:07:27.081,447.081,00:07:29.531,449.531,00:00:02.450,2.45,""
"key","",00:07:42.857,462.857,00:07:45.429,465.429,00:00:02.572,2.572,""
"key","",00:07:56.216,476.216,00:07:56.435,476.435,00:00:00.219,0.219,""
"key","",00:08:19.252,499.252,00:08:19.776,499.776,00:00:00.524,0.524,""
"key","",00:08:20.765,500.765,00:08:21.955,501.955,00:00:01.190,1.19,""
"key","",00:08:30.608,510.608,00:08:32.295,512.295,00:00:01.687,1.687,""
"key","",00:09:33.836,573.836,00:09:40.490,580.49,00:00:06.654,6.654,""
"map","",00:00:08.022,8.022,00:00:10.392,10.392,00:00:02.370,2.37,""
"map","",00:00:13.141,13.141,00:00:15.717,15.717,00:00:02.576,2.576,""
"map","",00:00:17.946,17.946,00:00:19.504,19.504,00:00:01.558,1.558,""
"map","",00:00:31.287,31.287,00:00:33.786,33.786,00:00:02.499,2.499,""
"map","",00:00:48.969,48.969,00:00:51.904,51.904,00:00:02.935,2.935,""
"map","",00:00:53.856,53.856,00:00:56.764,56.764,00:00:02.908,2.908,""
"map","",00:00:59.443,59.443,00:01:01.916,61.916,00:00:02.473,2.473,""
"map","",00:01:11.573,71.573,00:01:14.044,74.044,00:00:02.471,2.471,""
"map","",00:01:31.431,91.431,00:01:32.084,92.084,00:00:00.653,0.653,""
"map","",00:02:01.644,121.644,00:02:03.634,123.634,00:00:01.990,1.99,""
"map","",00:02:38.024,158.024,00:02:42.738,162.738,00:00:04.714,4.714,""
"map","",00:03:00.146,180.146,00:03:02.500,182.5,00:00:02.354,2.354,""
"map","",00:03:22.792,202.792,00:03:26.006,206.006,00:00:03.214,3.214,""
"map","",00:03:47.673,227.673,00:03:52.552,232.552,00:00:04.879,4.879,""
"map","",00:04:01.817,241.817,00:04:03.865,243.865,00:00:02.048,2.048,""
"map","",00:04:08.191,248.191,00:04:10.190,250.19,00:00:01.999,1.999,""
"map","",00:04:17.944,257.944,00:04:19.991,259.991,00:00:02.047,2.047,""
"map","",00:04:22.634,262.634,00:04:22.860,262.86,00:00:00.226,0.226,""
"map","",00:04:37.723,277.723,00:04:39.755,279.755,00:00:02.032,2.032,""
"map","",00:06:13.701,373.701,00:06:15.483,375.483,00:00:01.782,1.782,""
"map","",00:06:21.301,381.301,00:06:23.436,383.436,00:00:02.135,2.135,""
"map","",00:06:40.251,400.251,00:06:41.809,401.809,00:00:01.558,1.558,""
"map","",00:06:53.970,413.97,00:06:55.815,415.815,00:00:01.845,1.845,""
"map","",00:07:06.721,426.721,00:07:09.703,429.703,00:00:02.982,2.982,""
"map","",00:07:20.895,440.895,00:07:23.629,443.629,00:00:02.734,2.734,""
"map","",00:07:40.635,460.635,00:07:42.772,462.772,00:00:02.137,2.137,""
"map","",00:07:52.741,472.741,00:07:56.046,476.046,00:00:03.305,3.305,""
"map","",00:08:03.842,483.842,00:08:07.990,487.99,00:00:04.148,4.148,""
"map","",00:08:27.890,507.89,00:08:30.488,510.488,00:00:02.598,2.598,""
"map","",00:08:49.934,529.934,00:08:51.810,531.81,00:00:01.876,1.876,""
"map","",00:09:54.768,594.768,00:10:00.781,600.781,00:00:06.013,6.013,""
"face","",00:00:00.000,0.0,00:00:00.323,0.323,00:00:00.323,0.323,""
"face","",00:00:00.630,0.63,00:00:01.090,1.09,00:00:00.460,0.46,""
"face","",00:00:01.159,1.159,00:00:01.278,1.278,00:00:00.119,0.119,""
